segment,bets,wins,roi,roi_lo,roi_hi,units,kelly_units,kelly_staked,kelly_roi,deployed
OVERALL,155,66,-0.05430537685834214,-0.23335696339179707,0.129067156273213,-8.200111905609663,11.420738181173256,659.94898860339,0.01730548630030068,
Match Result,56,18,-0.15049879531695978,-0.49948274832524187,0.21066993138556056,-8.427932537749747,2.7556666734090633,138.07187822280406,0.019958203718807202,True
Spread,54,28,0.11312839145030312,-0.15309485015692767,0.38533200329603445,5.656419572515156,55.71862845155577,318.7708928833028,0.1747920832657501,True
Total Goals,45,20,-0.12063553200833498,-0.41183895024870965,0.17360339316694498,-5.428598940375074,-47.05355694379157,203.10621749728315,-0.23166970230451453,True
