bin,mean_predicted,observed_freq,n
0.3-0.4,0.37817850665576574,0.27906976744186046,43
0.4-0.5,0.44446122073446903,0.5227272727272727,88
0.5-0.6,0.5482396165981487,0.6065573770491803,61
0.6-0.7,0.6486034972889123,0.6388888888888888,36
0.7-0.8,0.7392316512853054,0.8181818181818182,22
0.8-0.9,0.8313439201478501,0.6,5
0.9-1.0,0.9069350613539225,0.0,1
